"Terjemahan Lama"


"This Bible is in the Public Domain."

"Verse ID","Book Name","Book Number",Chapter,Verse,Text
12252,Ezra,15,9,14,"patutkah kami kembali pula meniadakan firman-Mu oleh bersanak saudara dengan segala bangsa kebencian itu? Masakan tiada Engkau murka akan kami sampai kebinasaan kami, sehingga seorang juapun tiada tinggal atau luput lagi?"
12253,Ezra,15,9,15,"Ya Tuhan, Allah orang Israel! Engkaulah mahaadil; maka kami diberi tinggal lagi akan luput, seperti pada hari ini adanya. Bahwa sesungguhnya di hadapan hadirat-Mu kami sekalian dalam hal kesalahan, karena seorang juapun tiada yang dapat berdiri di hadapan hadirat-Mu oleh sebab yang demikian ini."
12254,Ezra,15,10,1,"Arakian, maka sementara Ezra meminta doa dan mengaku dosa serta menangis dan tersungkur di hadapan bait-Ullah, berhimpunlah kepadanya dari pada orang Israel kebanyakan orang laki-laki dan perempuan dan anak-anak, maka menangislah orang banyak itu dengan riuh rendah bunyi tangisnya."
12255,Ezra,15,10,2,"Maka pada masa itu sahutlah Sekhanya bin Yehiel, dari pada bani Elam, katanya kepada Ezra: Bahwa sangat besarlah salah kami kepada Allah kami, sebab kami sudah berbinikan beberapa perempuan helat dari pada segala bangsa negeri ini; tetapi sekarang belum lagi putus asa akan hal orang Israel ini."
12256,Ezra,15,10,3,"Mari hendaklah kami berjanji-janjian di hadapan Allah kami, akan menyuruhkan keluar segala perempuan itu serta dengan segala anak yang diperanakkan olehnya, seturut bicara Tuhan dan segala orang gentar akan firman Allah kami; hendaklah orang berlaku setuju dengan bunyi taurat."
12257,Ezra,15,10,4,"Bangkitlah engkau, karena kepadamu juga perkara ini ditanggungkan, dan kami sekalianpun menyertai akan dikau! Pertetapkanlah hatimu dan lakukanlah perkara it."
12258,Ezra,15,10,5,"Hata, maka bangkitlah Ezra, lalu disuruhnya segala penghulu dan segala imam dan orang Lewi dan genap segala orang Israel itu bersumpah akan berbuat seturut kata ini; maka bersumpahlah mereka itu."
12259,Ezra,15,10,6,"Setelah itu maka bangkitlah Ezra dari hadapan bait-Ullah, lalu masuk ke dalam bilik Yohanan bin Elyasib, setelah sampai di sana tiada ia makan roti atau minum air, sebab dukacita hatinya akan kesalahan segala orang yang dipindahkan itu."
12260,Ezra,15,10,7,"Maka disuruh oranglah berseru-seru dalam seluruh Yehuda dan di Yeruzalem kepada segala bani tawanan itu, supaya berhimpunlah mereka itu sekalian ke Yeruzalem."
12261,Ezra,15,10,8,"Barangsiapa yang tiada datang ke sana dalam tiga hari itu, menurut bicara segala penghulu dan tua-tua, bahwa segala harta benda orang itu akan dikaramkan, dan ia sendiripun akan dikucilkan dari pada sidang orang yang dipindahkan itu."
12262,Ezra,15,10,9,"Hata, maka berhimpunlah segala orang laki-laki Yehuda dan Benyamin di Yeruzalem dalam tiga hari itu, yaitu pada bulan yang kesembilan dan pada dua puluh hari bulan itu, maka mereka itu sekalianpun duduklah pada halaman bait-Ullah serta dengan gemetar karena sebab perkara ini dan sebab hujan yang lebat."
12263,Ezra,15,10,10,"Maka berbangkitlah imam Ezra, lalu katanya kepada mereka itu: Bahwa sangatlah besar salah kamu, sebab kamu berbinikan perempuan helat dan begitu kamu menambahi pula utang orang Israel."
12264,Ezra,15,10,11,"Tetapi sekarang hendaklah kamu mengaku dosa di hadapan Tuhan, Allah nenek moyangmu, dan perbuatlah olehmu setuju dengan kehendaknya, dan jauhkanlah dirimu dari pada segala bangsa negeri ini dan dari pada perempuan helat itu."
12265,Ezra,15,10,12,"Maka sahut segenap sidang itu serta katanya dengan nyaring suaranya: Seperti katamu itu, maka atas kami juga berbuat demikian;"
12266,Ezra,15,10,13,"tetapi orangnya terlalu banyak, lagi musim hujan lebat, sehingga seorangpun tiada tahan berdiri di luar sini, dan bukannya ia ia pekerjaan sehari, dua hari, karena banyaklah orang kami yang sudah bersalah dalam perkara ini."
12267,Ezra,15,10,14,"Hendaklah kiranya segala penghulu kami berdiri atas perkara ini di hadapan segenap sidang, dan barangsiapa di dalam negeri-negeri kami yang sudah berbinikan perempuan helat, hendaklah mereka itu datang pada masa yang ditentukan, dan sertanya segala tua-tua tiap-tiap negeri, serta dengan segala hakimnya, sampai kehangatan murka Allah kami karena sebab perkara ini sudah undur dari pada kami."
12268,Ezra,15,10,15,"Hanya Yohanan bin Asahel dan Yeahzeya bin Tikwa adalah berdiri atas perkara itu, maka Mesulah dan Sabetai, orang Lewi, membantu mereka itu."
12269,Ezra,15,10,16,"Demikianlah diperbuat oleh segala bani tawanan itu, tetapi oleh imam Ezra diasingkan pula beberapa orang, semuanya penghulu bapa-bapa, masing-masing bagi isi rumah bapanya, dan semuanya dengan disebut nama-namanya, maka duduklah mereka itu pada sehari bulan yang kesepuluh akan memeriksai hal ini."
12270,Ezra,15,10,17,"Maka selesailah mereka itu dari pada memutuskan hal segala orang yang berbinikan perempuan helat itu pada sehari bulan yang pertama."
12271,Ezra,15,10,18,"Sehingga di antara anak-anak imampun didapati akan orang yang telah berbinikan perempuan helat; dari pada bani Yesua adalah bin Yozadak dan segala saudaranya, yaitu Maaseya dan Eliezar dan Yarib dan Gedalya."
12272,Ezra,15,10,19,"Maka mereka itu bertampar tangan hendak menyuruhkan bininya keluar; dan sebab dosanya dipersembahkannya seekor domba jantan dari pada kawan dombanya akan korban karena salah."
12273,Ezra,15,10,20,"Maka dari pada bani Imer adalah Hanani dan Zebaja;"
12274,Ezra,15,10,21,"dan dari pada bani Harim adalah Maaseya dan Elia dan Semaya dan Yehiel dan Uzia;"
12275,Ezra,15,10,22,"dan dari pada bani Pasyhur adalah Elyunai dan Maaseya dan Ismail dan Netaniel dan Yozabad dan Elasa;"
12276,Ezra,15,10,23,"dan dari pada orang Lewi adalah Yozabad dan Simai dan Kelaya (yaitu Kelita) dan Patahya dan Yuda dan Eliezar."
12277,Ezra,15,10,24,"Dan dari pada segala biduan adalah Elyasib, dan dari pada segala penunggu pintu adalah Salum dan Telim dan Uri;"
12278,Ezra,15,10,25,"maka dari pada segala orang Israel, dari pada bani Paroz adalah Ramya dan Yezia dan Malhkia dan Miamin dan Eleazar dan Malkhia dan Benaya."
12279,Ezra,15,10,26,"Dan dari pada bani Elam adalah Matanya dan Zakharya dan Yehiel dan Abdi dan Yeremot dan Elia;"
12280,Ezra,15,10,27,"dan dari pada bani Zatu adalah Elyunai dan Elyasib dan Matanya dan Yeremot dan Zabad dan Aziza;"
12281,Ezra,15,10,28,"dan dari pada bani Bebai adalah Yohanan dan Hananya dan Sabai dan Atlai;"
12282,Ezra,15,10,29,"dan dari pada bani Bani adalah Mesulam dan Malukh dan Adaya dan Yasub dan Seal dan Yeramot;"
12283,Ezra,15,10,30,"dan dari pada bani Pahat-Moab adalah Adna dan Khelal dan Benaya dan Maaseya dan Matanya dan Bezaliel dan Binui dan Manasye;"
12284,Ezra,15,10,31,"dan dari pada bani Harim adalah Eliezar dan Yisia dan Malkhia dan Semaya dan Simeon,"
12285,Ezra,15,10,32,"dan Benyamin dan Malukh dan Semarya;"
12286,Ezra,15,10,33,"dari pada bani Hasum adalah Matnai dan Matata dan Zabad dan Elifelet dan Yermai dan Manasye dan Simai;"
12287,Ezra,15,10,34,"dari pada bani Bani adalah Maadai dan Amram dan Uil,"
12288,Ezra,15,10,35,"dan Benaya dan Bedeya dan Kheluhi,"
12289,Ezra,15,10,36,"dan Wanya dan Meremot dan Elyasib,"
12290,Ezra,15,10,37,"dan Matanya dan Matnai dan Yaasai,"
12291,Ezra,15,10,38,"dan Bani dan Binui dan Simai,"
12292,Ezra,15,10,39,"dan Selemya dan Natan dan Adaya,"
12293,Ezra,15,10,40,"dan Makhandbai dan Sasai dan Sarai,"
12294,Ezra,15,10,41,"dan Azariel dan Selenya dan Semarya,"
12295,Ezra,15,10,42,"dan Salum dan Amarya dan Yusuf;"
12296,Ezra,15,10,43,"dari pada bani Nebo adalah Yeiel dan Matica dan Zabad dan Zebina dan Yadai dan Yoel dan Benaya."
12297,Ezra,15,10,44,"Sekalian inilah sudah berbinikan perempuan helat dan bini setengah mereka itu sudah beranak baginya."
12298,Nehemia,16,1,1,"Bahwa inilah kisah Nehemya bin Hakhalya. Bermula, maka pada sekali peristiwa, yaitu pada bulan Khislew tahun yang kedua puluh, adalah aku di negeri Susan di dalam istana baginda;"
12299,Nehemia,16,1,2,"maka datanglah Hanani, seorang saudaraku, dan beberapa orang Yehudapun sertanya, lalu aku bertanyakan mereka itu akan hal orang Yahudi yang telah luput dan yang lagi tinggal dari pada segala orang yang dipindahkan itu dan akan hal Yeruzalem."
12300,Nehemia,16,1,3,"Maka katanya kepadaku: Adapun segala orang yang lagi tinggal dari pada segala yang dipindahkan itu, ia itu adalah di sana, di dalam negeri itu, dengan sangat kesukarannya dan dalam hal kecelaan, dan lagi pagar tembok Yeruzalem sudah terbelah dan segala pintu gerbangnyapun sudah dibakar habis dengan api."
12301,Nehemia,16,1,4,"Demi kudengar segala perkataan ini maka duduklah aku sambil menangis dan berkabung beberapa hari lamanya, dan akupun berpuasa dan meminta doa di hadapan hadirat Allah yang di sorga."
12302,Nehemia,16,1,5,"Sembahku: Ya Tuhan, Allah yang di sorga, Engkaulah Allah yang mahabesar dan haiban, yang memeliharakan perjanjian dan kemurahan kepada barangsiapa yang mengasihi akan Dikau dan yang memeliharakan segala firman-Mu."
12303,Nehemia,16,1,6,"Hendaklah kiranya telinga-Mu mengeling dan mata-Mu menilik dan dengar apalah akan doa hamba-Mu yang hamba persembahkan sekarang di hadapan hadirat-Mu pada siang dan malam karena sebab segala bani Israel, yaitu segala hamba-Mu, tegal hamba mengaku segala dosa bani Israel yang telah diperbuatnya kepada-Mu, karena baik hamba baik segala orang isi rumah bapa hambapun, kami sekalian sudah berbuat dosa!"
12304,Nehemia,16,1,7,"Bahwa patut sekali kami disiksa oleh-Mu, sebab tiada kami memeliharakan segala firman dan syariat dan syarat yang sudah Kaupesan kepada Musa, hamba-Mu."
12305,Nehemia,16,1,8,"Ingatlah kiranya akan firman yang sudah Kaupesan kepada Musa, hamba-Mu, bunyinya: Bahwa kamu akan bersalah sangat kepada-Ku, maka Aku akan mencerai-beraikan kamu di antara segala bangsa."
12306,Nehemia,16,1,9,"Tetapi kamu akan bertobat kepada-Ku dan memeliharakan firman-Ku dan melakukan dia pula; maka jikalau orang kamu dibuang sampai ke ujung langit sekalipun, niscaya Aku akan menghimpunkan mereka itu dari sana dan menghantar akan mereka itu ke tempat yang sudah Kupilih hendak mendudukkan nama-Ku di sana."
12307,Nehemia,16,1,10,"Sesungguhnya mereka itu juga hamba-Mu dan umat-Mu, yang sudah Kautebus oleh kuasa-Mu yang mahabesar dan oleh tangan-Mu yang mahakuat."
12308,Nehemia,16,1,11,"Ya Tuhan! biar apalah telinga-Mu mengeling akan doa hamba-Mu ini dan akan doa segala hamba-Mu yang suka takut akan nama-Mu, dan peruntungkanlah kiranya hari ini bagi hamba-Mu, dan berilah kiranya ia mendapat rahmat di hadapan orang manusia ini! Hata, maka adalah aku ini penjawat minuman baginda."
12309,Nehemia,16,2,1,"Bermula, maka pada sekali peristiwa, yaitu pada bulan Nisan tahun yang kedua puluh dari pada kerajaan baginda raja Artahsasta, pada masa adalah air anggur di hadapan baginda, bahwa aku mengambil air anggur itu, lalu kupersembahkan dia kepada baginda; maka dahulu belum pernah aku berduacita di hadapan baginda."
12310,Nehemia,16,2,2,"Maka titah baginda kepadaku: Mengapa maka suram mukamu sedang tiada engkau sakit? ini tiada lain, melainkan dukacita juga! Maka pada ketika itu ketakutanlah aku sangat."
12311,Nehemia,16,2,3,"Maka sembahku kepada baginda: Daulat tuanku sampai selama-lamanya! Bagaimana gerangan tiada suram muka patik, sedang negeri, tempat pekuburan nenek moyang patik, sudah rusak dan segala pintu gerbangnyapun sudah habis dimakan api?"
12312,Nehemia,16,2,4,"Maka titah baginda kepadaku: Apakah sekarang pintamu kepadaku? Maka pada ketika itu aku meminta doa kepada Allah yang di sorga!"
12313,Nehemia,16,2,5,"Lalu sembahku kepada baginda: Jikalau tuanku sudi dan tuanku berkenan akan patik di hadapan hadirat tuanku, suruhkan apalah patik ke tanah Yehuda, ke negeri tempat pekuburan nenek moyang patik, supaya patik bangunkan dia pula."
12314,Nehemia,16,2,6,"Maka titah baginda kepadaku, sementara permaisuri adalah bersemayam pada sisi baginda: Berapa lama kiranya perjalananmu itu dan bilamana engkau akan kembali? Maka ridlalah baginda menyuruhkan daku, setelah sudah kutentukan harinya."
12315,Nehemia,16,2,7,"Dan lagi sembahku kepada baginda: Jikalau tuanku sudi, hendaklah kiranya dikaruniakan kepada patik beberapa surat kiriman kepada penghulu-penghulu negeri di seberang sana sungai, supaya diberikannya penghantaran kepada patik sehingga sampai patik di tanah Yehuda."
12316,Nehemia,16,2,8,"Dan lagi sepucuk surat kepada Asaf, penunggu taman tuanku, supaya diberikannya patik beberapa batang kayu akan alang-alang pintu kota, yang pada rumah itu dan akan pagar tembok negeri, dan akan rumah yang patik duduk dalamnya kelak. Maka dikaruniakan baginda surat itu kepadaku, sekadar tangan Allahku berlaku dengan baik atasku."
12317,Nehemia,16,2,9,"Hata, maka sampailah aku kepada segala penghulu negeri yang di seberang sana sungai, lalu kusampaikanlah kepada mereka itu segala surat kiriman baginda. Maka bagindapun sudah menyuruhkan sertaku beberapa hulubalang dan orang berkendaraan."
12318,Nehemia,16,2,10,"Adapun serta Sanbalat, orang Horoni, dan Tobia, hamba Ammoni, mendengar perkara itu, maka sangat seganlah keduanya akan hal ini, yaitu adalah datang seorang yang menuntut baiknya bani Israel."
12319,Nehemia,16,2,11,"Hata, maka sampailah aku di Yeruzalem, lalu aku tinggal di sana tiga hari lamanya."
12320,Nehemia,16,2,12,"Setelah itu maka bangunlah aku pada malam, yaitu aku dan beberapa orang lainpun sertaku, maka seorang juapun tiada kuberi tahu barang yang sudah diterbitkan Allah dalam hatiku, yang hendak kupengapakan Yeruzalem, dan seekor binatangpun tiada sertaku melainkan yang kukendarai itu."
12321,Nehemia,16,2,13,"Maka pada malam aku berjalan keluar dari pada pintu Lembah, serta lalu dari pada mata air Naga langsung ke pintu Baja, maka aku periksa baik-baik akan segala pagar tembok Yeruzalem, yang sudah terbelah-belah, dan segala pintu gerbangnyapun, yang sudah habis dimakan api."
12322,Nehemia,16,2,14,"Maka berjalanlah aku langsung ke pintu Mata air dan ke kolam Raja, tetapi bagi binatang itu tiada tempat akan berjalan dengan aku di atasnya."
12323,Nehemia,16,2,15,"Maka pada malam itu juga berjalanlah aku naik dari pada lembah itu sambil memeriksa baik-baik pagar temboknya, lalu baliklah aku dan masuk pula dari pada pintu Lembah, demikianlah aku pulang."
12324,Nehemia,16,2,16,"Maka tiada diketahui oleh segala orang besar-besar ke mana aku sudah pergi dan barang apa kuperbuat, karena sampai kepada masa itu belum juga aku menyatakan barang seperkara kepada orang Yahudi dan kepada segala imam dan orang bangsawan dan orang besar-besar dan segala orang lain yang mengerjakan pekerjaan itu."
12325,Nehemia,16,2,17,"Maka pada masa itu kataku kepada mereka itu: Bahwa kamu melihat kesukaran yang ada kita dalamnya, bagaimana Yeruzalem sudah rusak dan segala pintu gerbangnyapun habis dimakan api; mari, biarlah kita membangunkan pula pagar tembok Yeruzalem, supaya jangan lagi kita menjadi suatu kecelaan."
12326,Nehemia,16,2,18,"Lalu aku memberi tahu mereka itu bagaimana tangan Allahku sudah berlaku dengan baik atasku, dan lagi segala titah baginda yang dikatakan baginda kepadaku. Maka sahut mereka itu: Baiklah kita bangkit dan membangunkan dia pula! Demikianlah dikuatkannya tangannya bagi perkara yang baik itu."
12327,Nehemia,16,2,19,"Demi Sanbalat, orang Horoni, dan Tobia, hamba Ammoni, dan Jesim, orang Arab, mendengar hal itu, diolok-olokkannya dan dicelakannya kami, katanya: Apa macam perbuatanmu ini? Maukah kamu mendurhaka kepada yang dipertuan?"
12328,Nehemia,16,2,20,"Maka akupun menyahut kepada mereka itu, kataku: Bahwa Allah yang di sorga juga kelak menguntungkan pekerjaan kami ini, maka kami ini, hamba-Nya, berbangkit hendak membangunkan pula; tetapi bagi kamu tiada bahagian atau hak atau peringatan di dalam Yeruzalem!"
12329,Nehemia,16,3,1,"Bermula, maka bangkitlah Elyasib, imam besar, serta dengan segala saudaranya, yaitu segala imam, lalu dibangunkannya pintu Domba dan disucikannya dan dikenakannya papan pintu itu; adapun disucikannya itu dari pada menara Meya sampai kepada menara Hananiel."
12330,Nehemia,16,3,2,"Dan pada sisinya adalah segala orang Yerikho berusaha, dan lagi pada sisinya adalah Zakhur bin Imri pun berusaha."
12331,Nehemia,16,3,3,"Adapun pintu Ikan itu dibangunkan pula oleh bani Senaa, diikatnya, dan dikenakannya papan pintunya serta dengan kayu palangnya dan segala kancingnya."
12332,Nehemia,16,3,4,"Dan pada sisi mereka itu adalah Meremot bin Uria bin Hakkoz membaiki, dan pada sisinya pula adalah Mesulam bin Berekhya bin Mesezabiel membaiki; dan pada sisinya adalah Zadok bin Baena membaiki."
12333,Nehemia,16,3,5,"Dan lagi pada sisi mereka itu adalah segala orang Tekoi membaiki, tetapi orang besar-besar mereka itu tiada menyengetkan bahunya ke bawah pekerjaan Tuhannya."
12334,Nehemia,16,3,6,"Maka pintu lama itu dibaiki oleh Yoyada bin Paseyah dan Mesulam bin Besoja, diikatnya dan dikenakannya papan pintunya serta dengan kayu palang dan segala kancingnya."
12335,Nehemia,16,3,7,"Dan pada sisi mereka itu adalah Melaca, orang Gibeoni, dan Yadon, orang Meronoti, serta dengan segala orang Gibeon dan Mizpa membaiki sampai kepada kedudukan penghulu negeri di seberang sini sungai."
12336,Nehemia,16,3,8,"Dan pada sisinya adalah Uziel bin Harhoya, kepala tukang emas, membaiki, dan pada sisinya adalah Hananya serta segala tukang rempah-rempah membaiki, maka dibiarkannya Yeruzalem begitu juga sampai kepada pagar tembok yang lebar."
12337,Nehemia,16,3,9,"Dan pada sisi mereka itu adalah Refaya bin Hur, penghulu setengah bahagian Yeruzalem, membaiki."
12338,Nehemia,16,3,10,"Dan lagi pada sisi mereka itu adalah Yedaya bin Harumaf membaiki tentang dengan rumahnya, dan pada sisinya adalah Hatus bin Hasabneya membaiki."
12339,Nehemia,16,3,11,"Maka dua kali ukurannya dibaiki oleh Malkhia bin Harim dan Hasub bin Pahat-Moab, dan lagi menara Tanur."
12340,Nehemia,16,3,12,"Dan pada sisinya adalah Salum bin Lohesy, penghulu setengah bahagian Yeruzalem, membaiki, ia sendiri dan segala anaknya perempuanpun."
12341,Nehemia,16,3,13,"Maka pintu Lembah itu dibaiki oleh Hanun dan segala orang isi Zanoah, dibangunkannya pula dan didirikannyalah pintunya serta dengan kayu palangnya dan segala kancingnya; tambahan pula dari pada pagar tembok seribu hasta sampai kepada pintu Baja."
12342,Nehemia,16,3,14,"Maka pintu Baja itu dibaiki oleh Malkhia bin Rekhab, penghulu bahagian Bait-Kherim; dibangunkannya pula akan dia dan dikenakannya papan pintunya dengan kayu palangnya dan segala kancingnya."
12343,Nehemia,16,3,15,"Maka pintu Mata air dibaiki oleh Salum bin Kol-Hozai, penghulu bahagian Mizpa, dibangunkannya pula akan dia dan diperatapkannya dan dikenakannya papan pintunya dengan kayu palangnya dan segala kancingnya; dan lagi pagar tembok kolam Syelah dekat dengan taman raja sampai kepada tangga yang turun dari pada negeri Daud."
12344,Nehemia,16,3,16,"Kemudian dari padanya adalah Nehemya bin Azbuk, penghulu setengah bahagian Bait-Zur, membaiki sampai tentang pekuburan Daud dan sampai kepada kolam yang beratap dan kepada gedung pahlawan."
12345,Nehemia,16,3,17,"Kemudian dari padanya adalah orang Lewi, Rehum bin Bani, membaiki dan pada sisinya adalah Hasabya, penghulu setengah bahagian Kehila, membaiki seberapa jauh bahagiannya."
12346,Nehemia,16,3,18,"Kemudian dari padanya adalah saudara mereka itu, Bawai bin Henadad, penghulu setengah bahagian Kehila itu, membaiki."
12347,Nehemia,16,3,19,"Dan pada sisinya adalah Ezar bin Yesua, penghulu Mizpa, membaiki dua kali ukurannya tentang tangga gedung senjata, yang pada penjuru itu."
12348,Nehemia,16,3,20,"Kemudian dari padanya adalah Barukh bin Zabai membaiki dua kali ukurannya dengan sangat rajinnya, dari pada penjuru itu sampai ke pintu rumah Elyasib, imam besar."
12349,Nehemia,16,3,21,"Kemudian dari padanya adalah Meremot bin Uria bin Hakkoz membaiki dua kali ukurannya, dari pada pintu rumah Elyasib sampai kepada ujung rumah Elyasib itu."
12350,Nehemia,16,3,22,"Kemudian dari padanya adalah segala imam yang duduk di padang itu membaiki."
12351,Nehemia,16,3,23,"Kemudian dari padanya adalah Benyamin dan Hasub membaiki tentang rumahnya; kemudian dari padanya adalah Azarya bin Maaseya bin Hananya membaiki dekat dengan rumahnya."
12352,Nehemia,16,3,24,"Kemudian dari padanya adalah Binui bin Henadad membaiki dua kali ukurannya, dari pada rumah Azarya sampai kepada ujung dan kepada penjuru."
12353,Nehemia,16,3,25,"Maka Palal bin Uzai dari pada tentang penjuru dan menara, yang lebih tinggi dari pada istana raja, dan yang di atas serambi biduanda; kemudian dari padanya Pedaya bin Paroz."
12354,Nehemia,16,3,26,"Dan lagi segala Netinim, yang duduk di Ofel, sampai tentang pintu Air yang pada sebelah timur dan sampai kepada menara yang menganjur."
12355,Nehemia,16,3,27,"Kemudian dari pada itu dibaiki oleh orang Tekoi dua kali ukurannya, dari pada tentang menara besar yang menganjur sampai kepada pagar tembok Ofel."
12356,Nehemia,16,3,28,"Maka dari pada pintu Kuda dibaiki oleh segala imam, masing-masing tentang rumahnya."
12357,Nehemia,16,3,29,"Kemudian dari pada itu dibaiki Zadok bin Imer tentang rumahnya; kemudian dari padanya adalah membaiki Semaya bin Sekhanya, penunggu pintu timur."
12358,Nehemia,16,3,30,"Kemudian dari padanya dibaiki oleh Hananya bin Selemya dan Hanun, anak Zalaf yang keenam, akan dua kali ukurannya. Kemudian dari padanya membaiki Mesulam bin Berekhya tentang biliknya."
12359,Nehemia,16,3,31,"Kemudian dari padanya dibaiki oleh Malkhia dan segala tukang emas sampai kepada rumah segala Netinim dan tukang rempah-rempah, tentang dengan pintu Mifkad dan sampai kepada alayat penjuru itu."
12360,Nehemia,16,3,32,"Maka antara alayat penjuru dengan pintu Domba itu dibaiki oleh segala tukang emas dan segala tukang rempah-rempah."
12361,Nehemia,16,4,1,"Sebermula, setelah Sanbalat mendengar kami membangunkan pula pagar tembok itu, maka berbangkitlah amarahnya dan gusarlah ia sangat dan diolok-olokkannya orang Yahudi."
12362,Nehemia,16,4,2,"Maka berkata-katalah ia di hadapan segala saudaranya dan segala tentara Samaria, katanya: Apakah perbuatan orang Yahudi yang letih lesu ini? Patutkah orang membiarkan dia? Bolehkah mereka itu mempersembahkan korban kelak? Dapatkah mereka itu menyudahkannya pada sehari jua? Dapatkah mereka itu menghidupkan pula batu-batu dari pada kerobohan yang sudah dibakar adanya?"
12363,Nehemia,16,4,3,"Maka Tobia, orang Ammoni itu, adalah bediri sertanya, lalu katanya: Biarlah mereka itu berusaha juga; jikalau dipanjat oleh seekor rubah, niscaya dibongkarnya pagar tembok mereka itu yang dari pada batu itu."
12364,Nehemia,16,4,4,"Ya, Allah kami! dengarlah kiranya bagaimana kami dicelakan dan pulangkan apalah kecelaan kami kepada kepala mereka itu, dan serahkanlah mereka itu kepada hal tertawan akan jarahan."
12365,Nehemia,16,4,5,"Dan jangan Engkau menudungi salah mereka itu, dan dosa mereka itu jangan dihapuskan dari hadapan hadirat-Mu, karena mereka itu sudah mempersakiti hati orang di hadapan segala yang berusaha itu."
12366,Nehemia,16,4,6,"Tetapi kami juga membangunkan pula pagar tembok itu, maka segala pagar tembok itu diikat bersama-sama sampai setengah tingginya, karena sukalah orang banyak itu bekerja."
12367,Nehemia,16,4,7,"Demi didengar oleh Sanbalat dan Tobia dan orang Arab dan orang Ammoni dan orang Asdodi bahwa segala pecah-pecahan pagar tembok itu sudah dibaiki pula dan segala celahnya mulai ditumpatkan, maka berbangkitlah kehangatan amarahnya!"
12368,Nehemia,16,4,8,"Lalu bermufakatlah mereka itu sekalian hendak pergi memerangi Yeruzalem dan merobohkan kembali semuanya."
12369,Nehemia,16,4,9,"Tetapi kamipun memintalah doa kepada Allah kami dan kami menaruh beberapa pengawal tentang dengan mereka itu pada siang dan malam, supaya jangan kami ditempuh olehnya."
12370,Nehemia,16,4,10,"Maka kata orang Yehuda: Bahwa kuat orang penggandar itu surutlah dan adalah lagi amat banyak kerobohan batu; maka tiada kami dapat menyudahkan pagar tembok itu."
12371,Nehemia,16,4,11,"Setelah itu maka kata musuh kami: Jangan diketahuinya dan jangan dilihatnya sesuatu dahulu dari pada kami sudah masuk sampai ke tengah-tengah mereka itu dan membunuh mereka itu; maka demikian kami kelak membantutkan pekerjaan itu."
12372,Nehemia,16,4,12,"Tetapi jadilah, setelah datang beberapa orang Yahudi yang duduk dekat dengan mereka itu, maka dikatakannya kepada kami sampai sepuluh kali dari pada segala tempat, bahwa mereka itu hendak datang menempuh pula akan kami."
12373,Nehemia,16,4,13,"Maka sebab itu kutaruh pada tempat-tempat kebawahan di belakang pagar tembok, pada tempat berbatu-batu itu, akan orang banyak berkelompok-kelompok serta dengan pedangnya dan lembingnya dan busurnya."
12374,Nehemia,16,4,14,"Maka akupun memerintahkannya di mana-mana sambil berjalan, sambil kataku kepada segala orang bangsawan dan segala penghulu dan kepada orang banyak yang lagi tinggal itu: Jangan kamu takut akan mereka itu; ingatlah kamu akan Tuhan, yang mahabesar dan haiban, dan hendaklah kamu berperang karena segala saudaramu dan karena anak-anakmu laki-laki dan perempuan dan karena binimu dan rumahmu!"
12375,Nehemia,16,4,15,"Adapun apabila didengar oleh musuh kami akan hal kami mengetahui semuanya dan Allahpun sudah membatalkan bicara mereka itu, maka kembalilah kami sekalian ke pagar tembok, masing-masing kepada pekerjaannya."
12376,Nehemia,16,4,16,"Tetapi dari pada hari itu juga adalah setengah orangku dalam pekerjaan itu dan setengah mereka itu memeganglah lembing dan perisai dan busur dan berpakaikan baju zirha sementara segala penghulupun adalah di belakang segala orang isi rumah Yehuda."
12377,Nehemia,16,4,17,"Maka sesungguhnya segala orang yang membangunkan pula pagar tembok dan yang memikul barang-barang dan yang menanggungkan dia, masing-masing mengerjakan pekerjaannya dengan tangan sebelah dan berpegang senjata dengan tangan sebelahnya."
12378,Nehemia,16,4,18,"Karena segala orang yang berusaha itu masing-masing sudah menyandangkan pedangnya, demikianlah mereka itu bekerja dan seorang yang meniup nafiri itu adalah sertaku."
12379,Nehemia,16,4,19,"Maka kataku kepada segala orang bangsawan dan penghulu dan kepada segala orang yang lain itu: Bahwa besarlah pekerjaan ini, lagi luas, dan kitapun tercerai-berai pada pagar tembok, masing-masing jauh dari pada saudaranya;"
12380,Nehemia,16,4,20,"dari tempat manapun kamu mendengar bunyi nafiri, hendaklah kamu berhimpun ke sana kepada kami, maka Allah kitapun akan berperang akan ganti kita."
12381,Nehemia,16,4,21,"Demikianlah kami melakukan pekerjaan itu, setengah orang berpegang lembing dari pada terbit fajar sampai terbit bintang."
12382,Nehemia,16,4,22,"Dan lagi pada masa itu kataku kepada orang banyak itu: Hendaklah masing-masing kamu dengan hambanya bermalam di dalam Yeruzalem, biarlah mereka itu menjadi pengawal bagi kita pada malam dan pada siang hari dalam pekerjaannya."
12383,Nehemia,16,4,23,"Adapun akan daku dan segala saudaraku dan hambaku dan segala orang pengawal yang mengiringkan daku, sekali-kali tiada kami menanggalkan pakaian kami; masing-masing tiada bercerai dengan senjatanya."
12384,Nehemia,16,5,1,"Arakian, maka dalam antara itu ramailah berseru segala rakyat dan bini-bini mereka itu dari sebab saudara mereka itu, orang Yahudi."
